Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,avg val received,avg val sent,total Ether sent,total ether received,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent token name, ERC20 uniq rec token name,unique_sent_addresses,unique_received_addresses,failed_tx_ratio,avg_gas_used,total_tx_count,sent_received_ratio,erc20_total_txs,address,FLAG,goplus_flags
3371.45619047619,2225.365573770492,300839.81666666665,71,123,0,0.1367874504867353,0.2507859911671611,17.805805372868438,16.82485640986844,0.0003476,0,0,1,3,1,5,50,30,0.0051546391752577,21003.149484536083,194,0.5772357723577236,6,0x3B5744c7F340E0d2Dcf7A072A4c963B9a43c982B,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,2,0,0,0.0,0.0,0,0.0,2,0xEeF2a09be2A136bBa76F04CF056E36947DBf0b0C,1,"stealing_attack,phishing_activities"
4512.302083333334,1728.256666666667,36106.61666666667,9,6,0,0.1014725516666666,0.0674444433333333,0.60699999,0.60883531,1.9207e-05,0,0,4,2,1,2,4,5,0.0,45474.2,15,1.5,6,0x86dDF5b305B9081fB5208e903EDeB013510997cd,1,"stealing_attack,phishing_activities,cybercrime"
3914.844927536232,6535.953086419754,182850.78333333333,47,28,0,1.1464774089414118,0.6825266053267987,32.07875045035953,32.10136745035953,0.0,0,0,0,7,0,7,18,16,0.0,21000.0,75,1.6785714285714286,8,0x181c71726f12ce2514e8b93019eb22645a79f966,1,"stealing_attack,phishing_activities"
14920.778333333332,26445.0,152433.01666666666,11,6,0,0.1803734533333333,0.0978894956676346,1.0767844523439811,1.08224072,0.0001432676560188,0,0,0,3,0,3,10,3,0.0,21523.29411764706,17,1.8333333333333333,3,0x2056d2e97cc9ad78cf527b382495a8b9704ce011,1,phishing_activities
0.0,0.0,5.283333333333333,1,1,0,0.499034,0.498824,0.498824,0.499034,0.0,0,0,0,0,0,0,1,1,0.0,21000.0,2,1.0,0,0x259EFb559a5D9ed64ccF44Bd5188b325DC4738c8,1,phishing_activities
134344.85,0.0,134345.88333333333,2,1,0,0.49,0.24470569,0.48941138,0.49,0.00025262,0,0,0,0,0,0,2,1,0.0,21000.0,3,2.0,0,0x42A777E0F24390E7ed461a7AF325526e53ac57d9,1,phishing_activities
2850.621212121212,2385.2916666666665,46637.03333333333,12,15,0,1.1308009100257077,1.4130531375321345,16.956637650385613,16.962013650385614,0.0,0,0,0,5,0,6,11,12,0.0,21000.0,27,0.8,7,0x4e790c545478029d20816a7212c46adde058d63e,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0x5D840DB230c397AcC22ab28053d1a1fF7f14583E,1,phishing_activities
2329.8166666666666,0.0,2569.7833333333333,2,1,0,0.25,0.12483151,0.24966302,0.25,8.498e-05,0,0,0,1,0,1,2,1,0.0,21000.0,3,2.0,1,0x6cF481C7090D88CA6F1Fa3C9FFD0911Ef5359808,1,phishing_activities
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,161641.0,1,0.0,0,0x73bb594368ddB778972C6f30b41437C897419C37,1,phishing_activities
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0.0,0.0,0,0.0,1,0x7613a475b7fE61775f579Bc148300C8171EcCaE9,1,phishing_activities
8966.85,26338.625,111700.35,9,5,0,0.1984,0.1097355555555555,0.98762,0.992,3.3e-05,0,0,0,3,0,3,6,4,0.0,21000.0,14,1.8,3,0xBC83D48Dd0cd9c3F47Bab6436DeFeB334B563f4C,1,"stealing_attack,phishing_activities"
6347.018627450981,4059.741025641025,108499.81666666668,18,27,0,0.6944142970354038,1.041087584816231,18.73957652669216,18.749186019955904,0.0009154932637439,0,0,0,3,0,3,13,17,0.0,21000.0,45,0.6666666666666666,3,0xbca6294a6c80ee0f20173547b8d85d4948a0cb39,1,"stealing_attack,phishing_activities"
12532.035555555552,12531.654444444444,187986.2,16,16,0,17.847791187499997,17.8470456875,285.55273100000005,285.56465900000006,0.0,0,0,0,3,0,3,7,15,0.0,21000.0,32,1.0,3,0xbeEbe66b6A511dD2acCBfF7F258554dbe97f1294,1,phishing_activities
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0xea7380369af53598a55b4622909cd9633e0ae7fa,1,phishing_activities
372873.0833333333,117.41111111111113,2237241.466666667,7,4,0,2.5982875400000003,1.4845287371428568,10.391701159999998,10.39315016,0.000170157013257,0,0,0,0,0,0,7,3,0.0,21000.0,11,1.75,0,0xfE9B7DB8d9D57E9ad9341bCf51B110Ba5d27b48B,1,phishing_activities
289.68333333333334,44.4,870.9666666666667,4,18,0,0.9488165272222222,4.2690831225,17.07633249,17.078697489999996,0.000559,0,0,0,0,0,0,4,12,0.0,21000.0,22,0.2222222222222222,0,0x08389B19ad52f0d983609ab785b3a43A0E90355F,1,"phishing_activities,cybercrime"
0.0,2482.5858695652173,114198.95,0,47,0,1.7696382978723402,0.0,0.0,83.173,0.0,0,0,0,1,0,1,0,15,0.0,84042.54166666667,48,0.0,1,0x4114FB8B1879f61b18f7d2E623569a847a03e15A,1,phishing_activities
6973.638888888888,6975.022222222222,20932.0,4,4,0,0.2343279540463999,0.2334879540464,0.9339518161856,0.9373118161856,0.0,0,0,0,0,0,0,4,3,0.0,21000.0,8,1.0,0,0x3c3b85b2ae785a8cc16c3d4df12cb27c6983dff5,1,phishing_activities
54087.25,392.26666666666665,54339.5,2,2,0,2.5000000000000004,2.4995170000000004,4.999034000000001,5.000000000000001,0.0,0,0,0,1,0,1,2,2,0.0,21000.0,4,1.0,1,0x35ad1cb9a39de486cebcce3cf51661fd6c848193,1,"stealing_attack,phishing_activities"
18791.63333333333,64323.583333333336,76539.16666666667,5,2,0,0.45,0.1795168,0.897584,0.9,1e-06,0,0,0,0,0,0,3,2,0.0,21000.0,7,2.5,0,0x15f4a5d5bbc071fc20bd60b9b7d81aaa8a1142ab,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0xa2a6ceadcb7db611f618ebabfe6de5763953b7c7,1,"stealing_attack,phishing_activities"
3594.393333333333,3594.853333333333,17983.133333333335,6,6,0,0.2363857483333333,0.2354757483333333,1.4128544900000002,1.4183144900000002,0.0,0,0,0,0,0,0,4,3,0.0,21000.0,12,1.0,0,0xe4faeef4002c200d9d4f1d381ccb5fb679d1c437,1,"stealing_attack,phishing_activities"
44.1,61.41666666666666,65.41666666666667,2,2,0,7.5,7.4995,14.999,15.0,3.4e-05,0,0,0,0,0,0,1,1,0.0,21000.0,4,1.0,0,0x68a91eba9c82b475091077e16357bb2dded479f4,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0x64c5971dd27ff063ee4bc5e4c231febd9fc228cd,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0x484aa220812a5ed3d1162686bc8592eb39276348,1,phishing_activities
0.0,0.0,6349.65,1,1,0,0.03277762,0.0316830753705159,0.0316830753705159,0.03277762,0.000611544629484,0,0,0,0,0,0,1,1,0.0,21000.0,2,1.0,0,0x3810bd434103f1d0618b909ba14e4d2d707d79f7,1,"stealing_attack,phishing_activities"
22.441666666666663,22.208333333333336,46.85,3,3,0,0.0466666666666666,0.0466316666666666,0.139895,0.14,0.0,0,0,0,0,0,0,1,1,0.0,21000.0,6,1.0,0,0x6834d3096793d0731348f1581ae1b20c9b79e26a,1,"stealing_attack,phishing_activities"
70574.36666666667,33362.76944444444,202965.2333333333,3,7,0,0.9806903085714286,2.2876666666666665,6.863,6.86483216,0.00104025,0,0,0,3,0,3,3,5,0.0,23541.0,10,0.4285714285714285,3,0x0dac7a548551dd2e0f7293005f14f9261d7e0196,1,phishing_activities
3467.3458333333333,1408.2217948717948,28238.13333333333,9,14,0,1.0807758442857145,1.678766439609027,15.108897956481242,15.130861819999998,0.0176168635187575,0,0,0,1,0,1,4,14,0.0,21000.0,23,0.6428571428571429,1,0x55c4dfc965b911afee18a7d2d94a245b867395b6,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0x0e04298d9eaffaf538fe04b4cd525b6d1b64c3ca,1,"stealing_attack,phishing_activities"
4857.575,2038.3,10200.9,3,6,0,0.1001083333333333,0.1996666666666666,0.599,0.60065,0.0014358,0,0,0,1,0,1,1,2,0.0,21000.0,9,0.5,1,0xb5879bf4a37c6ed9d86a6f2d8aab7939b21687cd,1,"stealing_attack,phishing_activities"
30239.63333333333,1418.4708333333333,30244.033333333333,2,9,0,1.4007848096666666,6.3026706435,12.605341287,12.607063287,0.0,0,0,0,0,0,0,2,9,0.0,21000.0,11,0.2222222222222222,0,0x4e556877e96fdf3bef67c81ef72e20ab29a9aebf,1,phishing_activities
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0xc8ce1c3ac9549d479a90a6a89155b9b94e54d9ba,1,phishing_activities
0.0,1226.0969696969698,31862.8,1,23,0,1.2342315311304348,29.386905216,29.386905216,28.387325216,0.0,0,0,0,3,0,3,1,23,0.0,21000.0,24,0.0434782608695652,4,0xe344e4b209e8eabaa2a6ddd1b0aa120b7599af25,1,"stealing_attack,phishing_activities,cybercrime"
21287.67777777778,70.28333333333333,64237.333333333336,4,2,0,1.015,0.507017,2.028068,2.03,0.0,0,0,0,1,0,1,2,1,0.0,21000.0,6,2.0,1,0x0a4392f623faf54de72cbf6f567e1a7808251cd3,1,"stealing_attack,phishing_activities"
205.35,91.0,246.2333333333333,2,2,0,0.3554265,0.3525,0.705,0.710853,0.004887,0,0,0,0,0,0,1,2,0.0,21000.0,4,1.0,0,0xfb990112f51931a2834fcf574a860b7419ecd76f,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0x86d38dbde80fe6a947565967f41cf958cc271548,1,"stealing_attack,phishing_activities"
14345.191666666666,14633.791666666668,58975.066666666666,5,3,0,0.3937584711123267,0.235772082667396,1.17886041333698,1.18127541333698,0.0,0,0,0,1,0,1,4,3,0.0,21000.0,8,1.6666666666666667,1,0xa46311dc4d3bc52b66d45e74682042bb143a9aa3,1,"stealing_attack,phishing_activities"
3505.433333333333,3505.3944444444446,84137.1,25,25,0,0.779333030979437,0.778493030979437,19.46232577448592,19.483325774485923,0.0,0,0,0,0,0,0,8,7,0.0,21000.0,50,1.0,0,0x18ec1d727320cbed7c0c63cd655ade997b292c5e,1,"stealing_attack,phishing_activities"
22920.016666666663,22918.366666666665,22928.283333333333,2,2,0,0.293,0.2923385,0.584677,0.586,0.0,0,0,0,0,0,0,2,1,0.0,21000.0,4,1.0,0,0xdf967ff95cd5ff35a27786dbd906fbb9ded116af,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0x300d4fbdb7ef38488eb9338982686e04ba426715,1,phishing_activities
12140.833333333334,21873.375,114738.7,10,5,0,2.313,1.1555009488318368,11.555009488318367,11.565,0.0051605116816325,0,0,0,4,0,4,3,5,0.0,21000.0,15,2.0,4,0x15a99893dc47bfae5b06e9b4c8941aaca60f8af5,1,"stealing_attack,phishing_activities"
6255.0888888888885,1068.5272727272727,18906.266666666663,4,12,0,0.16875,0.505767,2.023068,2.0250000000000004,0.0,0,0,0,1,0,1,2,10,0.0,21000.0,16,0.3333333333333333,1,0x8c38a4e5104a2925d9e23d5f269afd1c2e09b8f9,1,"stealing_attack,phishing_activities"
0.0,0.0,127.88333333333334,1,1,0,2.02,2.019958,2.019958,2.02,0.0,0,0,0,0,0,0,1,1,0.0,21000.0,2,1.0,0,0x43f030a549f780d1af59a782eaadce4dec7ba183,1,"stealing_attack,phishing_activities"
11488.675,11489.908333333333,22984.766666666663,3,3,0,0.2051583333333333,0.2043183333333333,0.6129549999999999,0.615475,0.0,0,0,0,1,0,1,3,3,0.0,21000.0,6,1.0,1,0x2903e9f1d81fac8ccc313b5b496f2db7db6750b6,1,phishing_activities
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0x72b59c7ff61130f4923e2da6af27d562dd64191c,1,phishing_activities
9137.738095238095,9585.555555555557,64366.26666666667,8,7,0,0.3676873409767891,0.3212259195506448,2.5698073564051582,2.573811386837524,0.0001400304323654,0,0,0,0,0,0,3,6,0.0,21000.0,15,1.1428571428571428,0,0x5bc989f38ec9b913b0fbd8b702858214d428a1bd,1,"stealing_attack,phishing_activities"
13890.696666666669,13349.938888888886,138932.33333333334,11,10,0,0.5083515714,0.4616547921818181,5.078202714,5.083515714,0.0,0,0,0,0,0,0,4,9,0.0,21000.0,21,1.1,0,0xdb21509547c82b69e714bf3a761e6d64f0f91cd0,1,"stealing_attack,phishing_activities"
0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0x101c55c14bbde713d4c718b67256133bac8126c6,1,phishing_activities
12373.96111111111,7797.2625,37149.083333333336,4,5,0,0.4172944507080077,0.5171464099466918,2.0685856397867672,2.086472253540039,0.015954613753272,0,0,0,0,0,0,3,5,0.0,21000.0,9,0.8,0,0x56f0e244ea07e894170731285daf8cf4864e368e,1,phishing_activities
7284.928888888888,7284.5,109278.95,16,16,0,0.761563093019898,0.760723093019898,12.171569488318369,12.185009488318368,0.0,0,0,0,1,0,1,8,9,0.0,21000.0,32,1.0,1,0x5e0f56a3e977318b69303c12369b2a797dfa2b0b,1,phishing_activities
997.6630769230768,561.2850000000001,64854.38333333333,66,21,0,17.48633951434014,5.559411966969697,366.92118982,367.2131298011429,0.2324582671429468,0,0,5,47,34,49,47,17,0.0,36457.057471264365,87,3.142857142857143,140,0xD0cC2B24980CBCCA47EF755Da88B220a82291407,1,"stealing_attack,phishing_activities,cybercrime"
0.0,50351.51666666667,50351.51666666667,0,2,0,0.0067706335,0.0,0.0,0.013541267,0.013541267,0,0,0,1,0,1,0,2,0.0,21000.0,2,0.0,1,0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1,1,"stealing_attack,phishing_activities,cybercrime"
29912.532142857144,531.5857142857143,429867.15,15,22,0,9.100749739548467,13.330000000000002,199.95,200.21649427006636,0.2422286850663733,0,0,1,38,3,34,13,21,0.054054054054054,24097.594594594597,37,0.6818181818181818,54,0x00e01A648Ff41346CDeB873182383333D2184dd1,1,"stealing_attack,phishing_activities,cybercrime"
468.1106481481481,459.4298484848484,50572.36666666667,109,111,0,14.689886658856665,14.959357798165136,1630.5700000000002,1630.5774191330895,0.0564739825979703,0,0,14,115,34,44,54,104,0.05,33925.88636363636,220,0.981981981981982,214,0x858457daa7e087ad74cdeeceab8419079bc2ca03,1,"stealing_attack,phishing_activities,cybercrime"
5492.311538461538,52030.34066666667,3902275.55,53,76,0,15.148725339354176,21.72188452369656,1151.2598797559176,1151.3031257909176,0.0003840045589782,0,0,8,76,30,52,50,65,0.0,24375.728682170546,129,0.6973684210526315,149,0x2268751eAFC860781074D25f4bD10DED480310B9,1,"stealing_attack,phishing_activities,cybercrime"
4.771428571428571,0.0,34.166666666666664,8,1,0,0.09,0.01,0.08,0.09,0.002259064,0,0,6,4,1,4,2,1,0.0,43290.66666666666,9,8.0,12,0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,1,"stealing_attack,phishing_activities,cybercrime"
1779.752631578947,10160.46111111111,41835.18333333333,20,4,0,37.31831151235875,7.462902136071749,149.258042721435,149.273246049435,0.0,0,0,2,4,12,13,18,3,0.0416666666666666,33665.333333333336,24,5.0,26,0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,1,"stealing_attack,phishing_activities,cybercrime"
1636.590449438202,66853.41111111111,200699.1,90,4,0,0.3723893,0.1034606229068107,9.311456061612969,1.4895572,0.0,0,0,41,22,47,59,51,4,0.0319148936170212,44870.7340425532,94,22.5,223,0xcdd1c19dcc3f473eaef6edb0a28e1e796d6e1767,1,"stealing_attack,phishing_activities,cybercrime"
1228.258656330749,1013.0314285714284,158469.38333333333,130,106,0,18.780727655856666,15.311075695698513,1990.4398404408068,1990.7571315208063,0.001790658,0,0,17,74,43,48,50,66,0.0042372881355932,36350.82627118644,236,1.2264150943396226,304,0xBa83e9Ce38b10522e3d6061A12779B7526839eda,1,"stealing_attack,phishing_activities,cybercrime"
254.9833333333333,0.0,259.6333333333333,2,1,0,0.01241978,0.0,0.0,0.01241978,0.00706814,0,0,2,1,1,1,1,1,0.0,36731.333333333336,3,2.0,3,0xf73EF0650415656B51Be39bD5D37CF5cE03f4033,1,"stealing_attack,phishing_activities,cybercrime"
20.6,61.48333333333333,61.48333333333333,2,2,0,0.0468292,0.0,0.0,0.0936584,0.091071774,0,0,1,1,1,1,1,2,0.0,32798.5,4,1.0,3,0xedf202629bb7e9f72d4c62c325d198513fa7a3d3,1,"stealing_attack,phishing_activities,cybercrime"
26.90234848484848,58.52133333333333,5962.116666666667,221,101,0,4.966274607116425,2.891662296289593,639.0573674799998,501.5937353187588,0.204464436977808,0,0,3,64,53,70,74,99,0.077639751552795,60626.36335403727,322,2.1881188118811883,175,0x33F74739ce6bE3B2c38AF76F5aDB3866CB4784c4,1,"stealing_attack,phishing_activities,cybercrime"
6123.02098765432,1523.0323809523811,166929.13333333333,28,36,0,1.4436817109613436,1.8559263555574412,51.96593795560836,51.97254159460836,0.0,0,0,3,24,8,15,25,30,0.0,27240.125,64,0.7777777777777778,37,0xaa1886de3f70a3ef502ea1379a311c5b4e05f3fd,1,"stealing_attack,phishing_activities,cybercrime"
0.0,11079.0,1936575.4833333332,1,15,0,1.850493193333333,27.751,27.751,27.7573979,0.001677099961507,0,0,0,8,0,11,1,15,0.0,21000.0,16,0.0666666666666666,11,0xf9fe85e19bd533c69067c6e2ff02727d40a54100,1,"stealing_attack,phishing_activities,cybercrime"
10.54761904761905,0.0,166.2,8,1,0,0.15,123.25,986.0,0.15,0.5322848798435228,0,0,1,5,1,6,7,1,0.0,24008.444444444445,9,8.0,7,0x4423b4d5174dd6fca701c053bf48faeaaaee59f0,1,"stealing_attack,phishing_activities,cybercrime"
9692.499479166669,58.95454545454545,312115.31666666665,33,45,0,17.75997743213388,24.216943147273472,799.1591238600246,799.1989844460245,0.0,0,0,5,30,24,38,28,37,0.0384615384615384,33645.756410256414,78,0.7333333333333333,70,0x89C98CC6D9917B615257e5704e83906402f0f91f,1,"stealing_attack,phishing_activities,cybercrime"
